id_nestbox;coord_x;coord_y;lsource_0_m;lsource_0_iq;lsource_10_m;lsource_10_iq;lflux_0_m;lflux_0_iq;lflux_10_m;lflux_10_iq;lsource_vs150_m;lsource_vs150_iq;noise_m;noise_iq;soft_manag_area;trafic;woodyveg_volume;woodyveg_sd;vegetation_area;herbaceous_area;built_area;age_class;site;strata_div
DIJ-227;854909,1245;6696130,781;6;10;21;13;14,7410278;54,67337094;27,23119466;46,99302625;12;10;44,93747711;4,975898743;0;427195,6382;342909,7888;8,227705726;47268;19326;7128;2;chateau_de_pouilly;3
DIJ-228;854874,3678;6696103,949;5;11;16;12,5;9,439100212;23,61377641;17,45343842;31,74968281;10;10;44,40452194;2,64982605;0;347365,4125;385242,2218;7,766275188;51230;22377;5265;2;chateau_de_pouilly;3
DIJ-229;854867,4297;6696080,31;5;11,5;15;12,5;5,20867046;20,27669022;13,16575458;26,34817678;10;10;44,3298111;2,321090698;0;386377,7792;369283,3914;7,665634904;51685;24157;4252;2;chateau_de_pouilly;3
DIJ-230;854827,3486;6696040,376;3;9,5;12;11,5;3,464824617;13,7738643;7,163082178;15,69426753;7;9;44,09072876;1,095794678;0;677582,7133;324115,0856;7,125119488;51351;27433;3992;2;chateau_de_pouilly;
DIJ-231;854806,1128;6696058,654;4;11,5;12;10,5;3,681694843;13,31659487;7,163082178;14,64899793;7;9;44,03095627;1,065906525;0;540669,3212;363251,6;7,13233082;54826;29254;3732;2;chateau_de_pouilly;
DIJ-232;854756,2446;6696080,2;4;8;11;10;4,610672082;12,84146221;7,503889198;13,9936541;8;9;44,09570694;1,255180359;0;478466,1157;352401,9555;7,031510619;54350;28970;4177;2;chateau_de_pouilly;3
DIJ-233;854789,3114;6696172,116;7;10;14;12;10,50425719;26,95843373;14,80302918;27,70498088;12;10;44,28996277;2,898872375;0;140265,6586;407124,9305;7,355916233;53142;23378;6517;2;chateau_de_pouilly;3
DIJ-234;854840,988;6696169,446;6;10;15,5;12,25;12,8936556;32,03807248;15,21133821;28,26756905;11;11;44,36965561;3,023391724;0;259205,0104;401405,1961;7,60277429;49689;20037;7785;2;chateau_de_pouilly;3
DIJ-235;854845,7267;6696205,066;7;10;18;11,5;15,61964725;75,54114151;22,3016939;59,38114115;13;11;44,56391144;6,609622955;0;430479,3558;350327,9219;8,007136328;45627;18691;8561;2;chateau_de_pouilly;3
DIJ-236;852755,2221;6692914,141;2;5;9;11;10,16532471;37,85855432;24,34247999;45,61925143;6;10;52,75447464;7,170089722;1697,470379;972475,3778;181638,2495;5,88477853;28377;11367;9018;1;coulee_verte;3
DIJ-237;852679,963;6692931,02;1;3;8;12;2,101948228;31,23584482;10,17945993;40,38113345;5;11;52,10264969;7,832778931;2606,238471;1213651,401;167223,0522;5,72730795;27837;11522;6293;1;coulee_verte;3
DIJ-238;852582,4687;6692955,768;0;2;6;10;0;2,764145605;4,61454358;13,92334596;3;6;51,60834885;1,634998322;3136,153808;1117168,857;224936,1409;5,747284564;36719;15625;6376;1;coulee_verte;4
DIJ-239;852349,1044;6692822,572;3,5;5;12,5;10;8,876821012;27,64561429;17,43519856;59,84184701;7;7;53,11841202;10,45774078;9817,498062;2242844,356;351446,3492;5,675785838;47911;16929;5138;2;coulee_verte;4
DIJ-240;852310,8174;6692825,915;4;6;14;8,75;7,758285879;27,36111848;15,17766975;63,05187167;8;7;53,18902588;8,767066956;13604,19306;2161268,738;354530,8806;5,793759305;51154;19824;3703;2;coulee_verte;4
DIJ-241;852251,8272;6692826,261;4,5;6,25;16;8;10,46766343;48,64433901;19,27177054;83,1632329;10;7;53,49864197;6,67035675;17373,37129;2147914,499;321451,6207;5,685135994;51675;22192;3393;1;coulee_verte;
DIJ-242;852219,579;6692823,277;4;7;16;6,75;10,09104905;45,15528973;17,93571461;78,61766654;11;6;53,48778152;6,518264771;18926,63469;2151973,335;306921,5222;5,481646501;52851;23492;2903;1;coulee_verte;3
DIJ-243;852166,4037;6692858,959;4;6,25;16;5,25;5,058455215;17,45014399;14,83582982;23,66535598;11;6;52,80879593;4,856105804;18646,80607;1553228,405;291787,9277;5,36009549;53487;24686;3470;1;coulee_verte;
DIJ-244;852107,7209;6692822,583;4;7,25;17;9;7,489111593;33,92813076;19,27177054;54,22083476;13;7;53,43889236;5,784957886;16991,61949;1933025,816;306603,857;4,912277042;55080;23097;1247;1;coulee_verte;3
DIJ-245;852054,389;6692815,05;3;7;17;9;5,070021252;46,21427083;21,48985875;80,3683668;13;8;54,41120148;8,001167297;13748,09285;3117969,544;313553,5507;4,690350629;52684;19989;1658;1;coulee_verte;3
DIJ-246;855517,0332;6696390,155;3;9;22;9;21,9510371;121,8715757;42,73526846;67,56385474;16;10;57,87281418;13,58285141;5280,736415;154688,8062;282060,5475;10,02067272;35881;13197;7858;2;ru_de_pouilly;4
DIJ-247;855489,8705;6696418,153;6;12;25;8;26,63506572;105,1576061;42,73526846;67,65617999;18;10;55,84560013;10,87325668;5529,91424;197209,1373;334407,6896;9,893389394;37272;12197;8412;2;ru_de_pouilly;4
DIJ-248;855372,8725;6696456,155;8;15;28;6;27,18348679;77,29018404;42,73526846;60,5094242;19;10;52,28427124;5,623413086;3513,358264;128109,3326;361824,3956;9,288046576;40447;13019;7873;2;ru_de_pouilly;4
DIJ-249;855399,4387;6696442,957;8;15;27;7;26,63506572;65,18325369;41,17134159;50,55251288;18;10;52,65285492;6,231079102;3920,763136;166267,0122;383350,5542;9,522808214;41393;12994;7413;2;ru_de_pouilly;4
DIJ-250;855419,4728;6696406,748;7;14,5;27;7,5;24,31033401;78,94640686;38,02736722;37,09070867;18;10;52,81473541;6,420349121;4044,974931;131379,5772;372987,9409;9,55611697;39801;12810;8204;2;ru_de_pouilly;
DIJ-251;855453,8264;6696360,417;5;12;23;10;23,43079107;115,7504951;37,95030248;52,59676728;17;10;54,0076561;10,11117935;4281,971781;110704,6301;338590,6696;9,80858887;37847;12544;9011;2;ru_de_pouilly;3
DIJ-252;855359,8076;6696410,131;7,5;14,25;28;6,25;22,69091409;78,61221613;40,73128841;34,40713199;18;10;51,51721573;5,259807587;3330,175014;4106,588126;355431,3829;9,49973419;41326;13992;8297;2;ru_de_pouilly;
DIJ-253;855337,5682;6696481,677;7;14;29;4;31,33734584;96,94694584;46,98318129;73,86639711;20;11;52,08503723;4,582408905;2763,3128;144087,3471;313429,0865;8,539842543;37400;12224;9337;2;ru_de_pouilly;4
DIJ-254;855301,7702;6696503,997;8;13;30;7;50,2967382;108,493446;72,35276514;91,36463444;20;10;51,91568756;3,969760895;2246,982031;142209,3987;287224,5032;8,048680568;34636;10545;10751;2;ru_de_pouilly;4
DIJ-255;855252,3157;6696534,291;8;12,25;31;7;68,2786064;101,1807524;89,38390561;76,54683433;19;10;51,47238922;3,571289063;2426,864233;123832,6457;242791,0886;7,744980865;32444;10945;12038;2;ru_de_pouilly;4
DIJ-256;855201,4386;6696543,049;6;12;34;8;79,23253914;104,2494717;101,5487265;72,15106116;19;11;50,98924255;3,755580902;1897,419411;79260,14248;187625,3726;7,25665711;32804;13250;9931;2;ru_de_pouilly;4
DIJ-257;855165,9287;6696561,67;5;10,5;34;10,5;69,89287706;98,17763804;100,8811285;78,94123577;19;11;50,77506638;4,706928253;1527,893107;44438,45056;159270,4586;7,282609489;31495;14298;10528;2;ru_de_pouilly;4
DIJ-258;855103,4071;6696544,286;4;7,5;32;12,5;66,21722694;95,59019687;81,17557823;75,70812019;18;10;50,47123337;4,59236908;1044,199049;18201,91816;121407,8403;6,73881388;30517;14635;11222;2;ru_de_pouilly;
DIJ-259;855073,8479;6696495,411;4;6;33,5;9,5;67,47206253;129,9978219;83,70533619;72,60300072;17;12;50,21720886;4,936050415;927,58869;72897,85496;95815,74939;6,020548234;29240;14252;11726;1;ru_de_pouilly;4
DIJ-260;855021,559;6693057,59;2;5;13;10,25;4,020828157;72,31612514;20,01204667;68,34268433;6;9;59,24563599;10,53048706;41,13456226;5601076,729;193433,2658;5,245795406;32697;13075;12762;2;seminaire;2
DIJ-261;855044,2555;6693032,846;2;5;14;10;4,020828157;42,56898888;21,11385572;68,34268433;6;9;59,63625336;8,434524536;954,6127465;5652162,109;184187,934;5,287457303;33512;14426;10768;2;seminaire;
DIJ-262;855044,8314;6692984,037;3;4;16;8,5;5,46251636;94,02216933;25,10987219;124,4475667;8;10;60,6262207;8,411254883;2018,693525;5787390,879;155544,8776;5,414375246;31239;14303;10888;1;seminaire;
DIJ-263;855078,014;6692954,574;2;4,5;16;8,5;4,299941547;32,53492517;23,12088753;50,41391668;8;9;61,1105423;8,27141571;2714,74788;5183438,027;129211,5002;4,917631846;31083;14915;10044;2;seminaire;3
DIJ-264;855121,1608;6692968,779;2;4;16;8;4,142291169;25,2046197;21,64858054;37,58216885;7;7;59,88056374;8,775291443;2407,343207;3654840,175;145615,4133;5,19142748;32973;15058;10890;2;seminaire;
DIJ-265;855126,3891;6692999,728;2;5;15;8;3,472945342;23,13905317;20,83967097;37,74663124;7;7;59,41010666;10,27260685;1859,479657;3403099,685;169639,1084;5,289178172;34938;15083;10434;2;seminaire;
DIJ-266;855133,4045;6693041,904;2;4;14,5;8,5;2,630146724;13,06279025;20,01204667;34,79907825;6;7;58,94752884;10,81912231;978,9921393;2769944,62;178611,0358;5,295105556;35869;15137;12020;2;seminaire;
DIJ-267;855140,2602;6693088,282;1;4;13;9;2,021051738;10,79009191;17,91381472;27,31011292;5;6;58,50037384;8,902008057;0;764900,7834;167277,7772;5,234681785;35679;15494;14378;2;seminaire;
DIJ-268;855148,8463;6693128,219;1;3;11;9;0,652250854;5,46251636;12,37967512;15,70273128;4;6;58,58774948;7,026004791;0;1457574,592;145182,6839;5,303363284;30589;12940;17137;2;seminaire;
DIJ-269;855111,7123;6693141,32;1;3;10;10;0,830429474;7,669610167;13,92574058;16,36731387;4;6;59,0554657;8,290378571;0;3606721,551;157495,0664;5,404842325;30347;12477;15347;2;seminaire;4
DIJ-270;855097,6306;6693110,713;1;3;11;10;0,830429474;10,37711796;16,90724981;18,71195694;5;6;59,09658432;6,789581299;0;2211997,061;171077,0267;5,373423448;32825;13902;14980;2;seminaire;
DIJ-271;855086,9889;6693080,603;1;4;13;9,25;2,094416659;18,97838649;19,1248296;36,39612094;5;7;59,20965576;7,760990143;8,551779587;3641181,464;183989,1205;5,330271715;33574;13726;12779;2;seminaire;3
DIJ-272;855090,1815;6693015,719;2;5;14;9;3,741714766;25,72885191;21,64858054;49,00574491;6;8;59,54887772;9,19726944;1598,054784;4868682,794;171535,8074;5,334236773;33569;14584;10064;2;seminaire;2
DIJ-273;855049,4747;6693084,822;2;4,25;13;10;3,124189241;35,07798595;19,1248296;40,65474656;5;8;59,34328842;7,899757385;0;4298418,544;194299,0303;5,258513695;33544;13340;12177;2;seminaire;3
DIJ-274;852157,7368;6692418,384;5,5;5;26;6;65,45179641;143,1998994;97,56330122;199,8872363;15;9;56,38840866;16,98143387;0;6070705,769;110037,4891;4,95794512;25349;10151;12838;1;chateau_de_larrey;3
DIJ-275;852173,3397;6692437,46;5;5,5;26;6,5;64,60313886;144,3490071;93,75280473;182,7887784;15;9;55,88867188;16,33911514;0;5463736,56;112384,844;4,944146676;25059;9683;13323;1;chateau_de_larrey;3
DIJ-301;853775,9382;6692983,099;3;6,5;6;10;139,288768;307,1996018;138,1509269;182,6447568;2;6;48,77290344;9,967510223;0;2281184,636;35064,09935;4,166045285;6311;1597;37568;;priv_rue_monge;
DIJ-302;855212,6521;6692026,306;1;3;13;6;4,047848804;169,9023763;55,53829663;170,3029084;6;8;51,31386566;14,44805908;2261,923393;3641377,37;53378,45186;2,813875751;19723;8414;18597;;priv_rue_auxonne;
DIJ-303;855116,7256;6694016,091;2;3;8;5;20,86728553;95,78879736;44,61316156;76,70850616;6;6;55,03619766;18,4464798;0;3084338,657;56294,05217;4,720844948;11861;4808;30753;2;priv_bd_champagne;3
DIJ-304;850420,5215;6692976,37;1;2;10;9,5;0,995629923;6,052233321;7,015731215;22,2425775;5;6;36,33898926;9,275024414;9072,750543;0;226813,0141;3,927642767;56621;19705;4132;;priv_combe_noyers;
DIJ-305;851926,3719;6691379,739;4;5;35;10;68,91033165;123,1452107;124,8607996;98,01062073;10;8;51,49427795;9,90776062;0;3015175,021;57539,61752;3,731784467;23948;12352;12234;;priv_bourroches;
DIJ-306;854335,7273;6691879,576;2;4,5;18;9;12,33844636;134,7631823;75,10683998;147,5728187;8;11;48,01156616;9,221141815;0;871760,0791;68722,24112;3,414869365;20196;7473;21828;;priv_rue_midi;
DIJ-307;854141,3324;6691458,658;2;4,25;30;5;20,86953538;121,4103011;74,16170577;96,82700361;10;9;51,33496857;9,458187103;0;2295056,635;74409,96048;3,206107292;25674;9959;15701;;priv_rue_tournois;
DIJ-308;855642,8051;6690214,717;4;9,5;20;10;11,61080504;43,2796113;29,14930137;32,51879409;12;10;54,26547241;2,09595871;0;1000192,005;39871,40439;2,36683432;21732;12123;14045;1;priv_longvic;2
DIJ-309;855570,1562;6690343,831;2;5;31,5;17;15,09192942;67,27429786;40,40714258;86,77370301;13;13;53,70759201;2,069889069;0;1494710,019;70202,60109;2,903733306;30116;14998;11567;;priv_longvic;
DIJ-310;856203,7935;6691101,096;6,5;8,25;29;7,25;93,66717548;220,8881895;115,0733844;226,1922819;18;12;59,44812393;12,35582733;7987,784757;10442552,77;105057,0942;3,731085822;35091;17244;7539;;priv_pejoces;
DIJ-311;856187,8831;6691108,725;5;8;28;8;80,95120051;204,2545848;107,2859118;202,4494836;17;11;59,51182175;12,44525146;8658,040544;10546333,77;98957,21228;3,69069737;35144;18127;7355;;priv_pejoces;
DIJ-312;852241,0999;6694782,932;1,5;1;11,5;7,25;8,075166678;55,2147058;28,07311781;60,82884216;6;7;52,11233521;7,982738495;0;1339236,608;92271,33469;4,128117166;27941;12222;13304;1;priv_talant;3
DIJ-313;853012,9866;6693582;2;3,75;11;5,75;39,65632906;130,2775773;61,40892125;84,52673533;8;9;52,83595276;11,9066925;0;3444214,866;72932,22954;3,7897186;16513;5169;22732;;priv_gare;
DIJ-314;853771,8901;6694189,943;1;2,5;17;19,25;24,55603798;50,85859124;65,02603856;94,16471711;7;10;49,75692368;13,99499512;0;2053796,46;54161,15637;3,370901436;16164;5537;23532;;priv_rue_havre;
DIJ-315;853855,111;6694237,716;1,5;4,25;14,5;13,25;28,12045351;100,1779547;75,4798282;79,06400552;7;11;52,3597908;13,59631348;0;2539917,775;47616,07108;3,106013515;14762;5395;23785;;priv_rue_havre;
DIJ-316;853870,5175;6694209,604;1,5;3,25;14,5;15;34,4756972;91,03636007;82,23342576;77,50585484;7;10;51,52119064;14,11413574;0;2598467,359;46515,17589;3,118206307;13596;4745;24520;2;priv_rue_havre;1
DIJ-317;853909,8904;6694195,831;1;3;12;11,5;29,74612078;95,28460355;86,26118937;93,57866687;6;10;51,22790909;15,00314713;0;2762303,266;37983,73233;2,838676849;12304;4590;25607;;priv_rue_havre;
DIJ-318;853940,3831;6694200,864;2;3,75;11,5;11;62,55224171;101,3117306;86,7645301;89,80390261;6;10;51,29664612;14,97106934;0;2828905,106;36856,94127;2,651337188;12611;4943;25505;;priv_rue_havre;
DIJ-319;854223,5866;6694221,961;2;5;13;8;52,5982429;206,3117301;72,57013341;137,8343824;8;11;54,71753693;18,36938477;0;5396729,995;25164,04147;3,714999898;10015;5493;23780;1;priv_rue_brulle;1
DIJ-320;855589,6955;6692499,537;1,5;3,75;19;5,5;23,1828681;174,9433542;46,67897026;69,17402642;7;8;49,7650032;9,178089142;0;1882713,666;84897,15839;3,289635698;29455;12573;14831;;priv_rue_molidors;
DIJ-321;855799,0698;6692822,437;2,5;2,5;20;9;71,00657476;152,3835647;80,48439688;46,46156638;7;9;54,64176178;11,07700729;0;6412910,237;67736,01291;2,605718633;22510;8029;15714;;priv_bd_defense;
DIJ-322;855752,1292;6693631,911;3,5;9,75;20;13;38,6600105;119,3769983;87,24098843;92,83077213;10;13;54,31663513;11,35365677;0;2870586,355;176846,7562;5,316373644;33486;12002;13208;;priv_rue_cuisine;
DIJ-323;854640,0124;6692010,69;2,5;14,5;15;34,25;16,08061192;177,4679924;75,9353055;192,9225372;8;21;51,44813156;14,49121475;0;3094060,516;136824,6964;4,28577303;31676;12501;13041;;priv_rue_longvic;
DIJ-324;854643,7224;6692029,666;1;9;13;28,75;8,938924608;117,7185667;46,98114782;166,7564093;7;15;50,8822937;14,02607727;0;3083330,915;122909,5324;4,2100254;29452;11577;13968;;priv_rue_longvic;
DIJ-325;854035,6313;6690901,048;1;3;18,5;11;6,695337205;39,77488965;39,94599202;49,14929979;8;7;53,68875885;4,679317474;3205,400692;1376004,581;143859,137;4,651765721;33772;14458;11467;0;priv_rue_st_jacob;3
DIJ-326;854464,0494;6691253,299;3,5;4;20,5;7,5;64,42820463;145,5571556;71,02141186;80,51226426;8;8;49,2584343;9,486633301;0;1644709,385;115022,3636;5,702602663;28298;11339;13434;2;priv_rue_genreau;2
DIJ-327;854394,9574;6691287,716;2,5;4;25;3;53,54092983;103,5412735;80,05655378;69,84185199;8;8;47,93571091;9,055206299;0;934175,7053;55112,11037;2,298002952;24827;11271;15759;;priv_rue_genreau;
DIJ-328;850319,9942;6692973,561;1;3;12;11,5;3,608888834;28,58171486;13,46802633;31,06199862;6;7;38,8112793;10,26708984;8352,976804;0;231098,7179;4,696440647;52257;18534;5774;2;priv_combe_noyers;4
DIJ-329;850513,1501;6692887,048;1;2;8;5,5;1,408232587;6,834705332;7,015731215;17,14412271;4;4;34,90075684;4,125732422;11215,49353;99007,89649;247495,1887;3,873745812;56042;17663;4802;2;priv_combe_noyers;4
DIJ-330;850535,3994;6692877,588;1;3;7,5;6;1,376689392;7,443407085;7,254028598;19,21119669;4;5;34,94799805;4,435424805;9982,101934;111784,188;248401,1411;3,879357739;54891;16805;5172;2;priv_combe_noyers;3
DIJ-331;850966,2578;6692699,272;2;4;13;6;2,205233619;11,5467891;16,91528958;21,58952049;6;6;43,05773926;9,915405273;0;343412,4254;148980,7739;4,142504613;36720;14697;10226;1;priv_combe_noyers;3
DIJ-332;851418,4141;6692191,286;6;8;29;10;66,63407574;134,1796629;91,45712571;120,7523124;13;11;50,9732666;10,73425293;2406,375082;2221611,976;182173,1529;6,178395893;33954;12971;10170;2;priv_marcs_dor;3
DIJ-333;850868,0694;6691376,238;4,5;5;21;11;10,53937157;69,53934821;28,30040984;71,16653087;10;9;39,74560547;11,09643555;1458,837654;670566,5537;330019,735;5,739931493;47086;14555;8375;;priv_combe_st_joseph;
DIJ-334;850861,2763;6691338,174;4;4;15;15;5,671120004;15,22565577;19,18301807;34,12421788;8;9;39,18395996;7,828918457;840,0182644;486333,5687;338730,4424;5,684211263;48017;15272;8469;;priv_combe_st_joseph;
DIJ-335;850265,2316;6691154,376;4;5;16;16;4,739024109;37,50676781;17,29430921;59,28161654;10;10;38,51208496;12,40869141;3650,129948;416810,2008;427605,3661;5,429505688;54963;11732;3453;;priv_combe_st_joseph;
DIJ-336;850284,5274;6691172,3;4;5;18;15;7,101296299;52,51217713;24,17145775;61,02809859;11;9;38,1394043;13,43225098;3696,368123;506448,3529;429704,1277;5,379012998;54176;11154;3367;;priv_combe_st_joseph;
DIJ-337;849897,6851;6692629,185;1;3;7;4,5;1,513830967;7,687893829;7,693932869;16,45840709;4;6;23,82006836;5,228027344;4528,128954;0;284434,5798;4,609422075;58337;25907;3176;1;priv_motte_giron;4
DIJ-338;849893,5597;6692582,129;1;3;7;5;1,513830967;6,911231589;7,409732942;16,43496227;4;5;23,49462891;4,456420898;10788,68693;0;331679,2323;4,558670767;58846;21440;2893;2;priv_motte_giron;4
DIJ-339;852061,0138;6691492,176;3,5;4,25;35;11;45,80554738;90,91270104;82,9161972;65,11320205;10;6;49,5605278;8,881130219;0;1319817,088;56792,61499;3,772145297;25641;14460;9420;1;priv_bourroches;1
DIJ-339B;852069,0061;6691492,366;3,5;4;35;10,75;45,80554738;89,86136098;81,56395794;63,48879435;10;6;49,47904968;9,044090271;0;1338119,652;57582,71045;3,652560278;25575;14149;9191;1;priv_bourroches;1
DIJ-340;852238,4442;6690744,694;2;3;24,5;11;6,316304994;24,78960364;39,97946813;45,75570301;11;9;52,82670593;10,76507187;0;1305771,851;45976,78908;2,121182426;25324;13593;14885;;priv_chenove;
DIJ-341;852084,0761;6690143,077;5;4;27,5;8,75;77,48909564;95,84797814;112,154451;74,66728694;14;9;54,12999725;7,226024628;0;4014685,151;60702,79915;2,716543315;24465;11806;10672;;priv_chenove;
DIJ-342;852590,881;6690155,113;4;5,75;21,5;6,5;25,30829543;77,37136114;57,68489362;75,41552524;12;10;53,47835159;4,175357819;0;301474,0699;19029,48166;2,067851606;11844;6796;22894;2;priv_chenove;1
DIJ-343;854667,5096;6695493,46;1;2,5;15;7,5;12,06043267;63,64632613;40,225455;47,83587337;5;7;53,08121109;11,48590088;0;1628799,293;68370,98232;2,936141579;24489;10758;13377;;priv_pascal_joffre;
DIJ-344;854056,8007;6695583,723;2;5,5;16;4,5;33,08918939;142,6253694;42,19949821;89,74048711;7;7;43,23401642;10,53455353;0;1760351,757;65522,03021;3,519659054;24296;11458;14729;1;priv_rue_belloguet;3
DIJ-345;853659,6651;6694560,26;4;9;32;5;78,31242528;104,9742045;94,64172123;61,56380503;12;12;52,67140198;10,04028702;0;1927551,812;78603,90732;3,215443772;26069;10791;15284;;priv_sq_ph_dard;
DIJ-346;853411,0173;6695005,522;5;9,25;34;14;96,59795276;272,4414693;91,47137456;86,52327069;15;20;51,85406876;12,38095474;0;3098709,077;55765,92221;2,105499376;26450;12609;11322;;priv_rue_st_nico;
DIJ-347;855189,6428;6695215,167;3;3;19;5;68,60780904;141,853125;99,44447404;132,614576;8;8;56,52157974;9,449249268;0;4336156,52;93041,03024;4,477534893;33594;17286;9407;2;priv_pascal_joffre;3
DIJ-348;854894,1941;6694545,647;3;4;28;11;44,61206357;99,48080466;78,5927304;73,41432396;10;10;53,09337997;11,03499222;0;3689087,194;62189,2394;2,704681995;23764;10997;15799;;priv_rue_laguesse;
DIJ-349;853988,3587;6696190,797;4;6,5;34;17;53,95629479;142,0783811;66,85334527;71,71053829;19;18;50,44632721;12,44721222;0;1801859,444;78068,95898;2,357068328;31099;13476;11143;;priv_suzon;
DIJ-350;853657,1031;6694472,945;3;6,5;32;6;67,80348689;106,9513273;94,7050078;61,18459548;12;13;52,66681671;10,99344635;0;2073671,311;73369,52219;2,929326659;25794;10451;16860;;priv_sq_ph_dard;
DIJ-351;852583,3081;6694023,96;1,5;2,75;14;7,75;58,03528476;95,09592997;102,3626197;111,1718561;6;8;50,02223587;13,06487274;0;1338860,873;86236,05023;2,998565641;26517;9891;17456;2;priv_rue_talant;3
DIJ-352;851800,7511;6694758,134;1;3;7;5;0,161003598;9,874465548;9,04306366;20,81504022;4;5;44,81530762;8,270118713;1927,38798;849722,6264;181108,3028;4,612143222;36141;13844;14918;2;priv_talant;4
DIJ-353;851799,1117;6694778,149;1;3,5;7;4,5;0,58786257;10,84888619;9,04306366;21,07828176;4;5;44,85547638;8,70697403;2119,58153;824646,0253;192753,6097;4,633560321;37091;13342;14112;;priv_talant;
DIJ-354;850229,8803;6695322,078;3;5;27,5;30,5;28,67541535;89,85772692;69,08081191;134,2934238;13;15;55,38519287;9,173957825;7646,249066;262520,8086;137674,7378;3,382517041;44256;17568;8654;;priv_talant;
DIJ-357;855226,8063;6696158,442;3;5;33;9;101,7588211;192,3980176;98,21243559;76,4191454;18;14;49,86854553;8,522281647;0;718568,8965;43658,47249;1,623848586;27891;14384;10876;0;priv_pouilly;2
DIJ-358;855044,0049;6691502,443;5;4;41;10;140,0734929;220,3126294;196,6127142;266,1095062;17;13;60,23719788;8,002773285;5,381791067;5243188,453;71138,5304;2,98008356;25163;11822;12223;1;priv_bd_schuman;3
DIJ-359;852034,7104;6690276,394;3,5;4;23,5;7;40,8515671;86,40613778;70,85559331;81,99337032;13;9;52,91359329;9,760196686;0;2664262,947;69334,38786;2,780813074;28347;14285;10539;;priv_chenove;
DIJ-360;853901,7993;6696842,222;3,5;6;31;9,5;97,81253408;238,3470134;119,9352937;221,1934747;16;17;50,01797104;8,188564301;0;601602,9525;53720,2518;1,856977521;29524;14776;12501;;priv_ahuy;
DIJ-361;854788,4119;6692904,395;1;3;5;8;2,879328499;50,11331871;17,36663269;50,71649614;3;7;47,50164795;18,12488842;0;4589079,873;90130,02124;5,00752051;15744;5429;23858;;priv_seminaire;
DIJ-362;854044,3045;6692537,139;3;2;10;8;40,07994202;193,7558358;86,16374577;201,724712;5;8;52,96822357;14,14689255;0;4786971,934;48764,54234;4,032999428;10765;3524;24094;2;priv_sq_roupnel;3
DIJ-363;854725,8032;6692924,822;1;2;3,5;7;6,852834847;46,42664879;23,41200573;51,25503528;3;7;54,02797318;19,68445969;0;5966779,237;88685,11411;4,88785282;13817;3872;25220;;priv_seminaire;
DIJ-368;856131,9716;6691066,064;4,5;5,5;29;8,5;108,9292766;201,9986134;133,940999;196,4278365;16;11;58,28689575;11,4310112;6206,23857;9272671,835;67908,22768;3,341346912;29340;16438;10562;1;priv_pejoces;3
DIJ-372;854163,4252;6692951,699;0;4,5;1;4,5;0;374,0894847;8,339775459;65,41077299;1;4;47,46808243;11,69559097;0;1417819,34;31934,96101;4,182582144;5710;1521;38448;;priv_rue_petit_potet;
DIJ-373;854188,2327;6692977,94;1;5,75;0,5;6,25;122,8538485;438,2803785;21,81716464;76,29899484;1;3;47,66948318;13,60853958;0;1892479,389;25872,21573;4,102026872;4576;1183;37953;;priv_rue_petit_potet;
DIJ-376;859084,5117;6692763,182;6,5;7;52;11,75;133,8898786;208,2493834;151,2332041;116,5194649;19;14;51,5413475;10,08654404;0;1817484,69;130412,044;3,410449826;37959;16077;9738;;priv_quetigny;
DIJ-377;858851,158;6692590,991;4;5,5;45;12,5;78,2661996;225,3175018;93,99038076;38,3862268;18;19;52,20462418;6,798587799;3691,727915;408433,113;123113,5003;5,082012747;40133;22155;9512;;priv_quetigny;
DIJ-378;858827,6293;6692571,838;4;5,25;45;9,25;102,9840884;236,068097;95,34926703;40,86068805;17;18;53,12847137;6,836486816;3796,963178;361793,4401;118100,7607;4,780397559;39990;21894;9187;;priv_quetigny;
DIJ-379;856497,1856;6686828,266;1;3;8;4;3,148029566;15,40001616;11,67474511;18,66849317;4;5;52,37182617;8,100585938;0;1197090,589;98029,41321;4,488492132;41222;25555;9250;;priv_ouges;
DIJ-380;856487,0767;6686794,454;2;3;9;3,5;4,433660162;20,86746718;12,74183096;23,21391299;5;4;53,13574219;7,675048828;0;1155610,247;97410,15247;4,48442732;40301;24260;9531;;priv_ouges;
DIJ-381;856530,8883;6686783,411;1;3;8,5;3,25;2,887544997;21,75932835;11,53301805;23,36702936;4;5;52,34619141;6,198486328;0;1198342,992;121957,9754;4,39100347;40094;20830;10019;;priv_ouges;
DIJ-382;852303,1273;6692527,097;3;3;20;12;11,36400106;162,0033785;53,57998839;136,0309757;10;9;48,35736465;7,794757843;0;2027560,13;52012,50963;2,75860952;23335;11455;16541;1;priv_larrey;3
DIJ-383;854025,3651;6692692,25;3;3,75;10;8,75;122,0366242;232,0895487;135,1822671;208,7158208;5;8;52,83735275;14,3454771;0;3913848,021;78598,99583;4,250022894;14042;4079;25962;;priv_rue_turgot;
DIJ-384;857223,9174;6694805,731;3;3;25;14,25;36,07610971;127,6936342;55,25406436;29,11460781;11;9;48,93152618;9,996765137;3402,018508;2044947,765;88365,96336;3,553008182;37092;18958;11697;;priv_st_apo;
DIJ-385;854380,8268;6693291,832;3,5;2,75;8,5;6,5;265,388861;357,0668451;95,49878236;83,32809876;2;6;51,36643219;19,47442627;0;3908618,954;27059,02124;6,073837022;3655;1092;36679;;prive_archives;
