id_nestbox;site;year;date;laying_date;incubation_date;hatching_date;clutch_size;brood_size;fledgling_nb;success;success_manipulated;father_id;mother_id;id_bird;id_ring;species;sex;age;adult_mass;adult_tarsus_l;adult_wing_l;adult_aggress;nestling_mass;nestling_tarsus_l;nestling_wing_l
DIJ-155;square_milhaud;2019;29/04/2019;25/03/2019;NA;NA;9;6;6;1;0;NA;NA;VIGARPM0010;8381962;PM;unknown;nestling;NA;NA;NA;NA;17,30;18,90;46,0
DIJ-155;square_milhaud;2019;29/04/2019;25/03/2019;NA;NA;9;6;6;1;0;NA;NA;VIGARPM0011;8381961;PM;unknown;nestling;NA;NA;NA;NA;17,06;17,70;45,0
DIJ-155;square_milhaud;2019;29/04/2019;25/03/2019;NA;NA;9;6;6;1;0;NA;NA;VIGARPM0012;8381960;PM;unknown;nestling;NA;NA;NA;NA;17,00;17,90;44,0
DIJ-157;square_spuller;2021;29/04/2021;24/03/2021;03/04/2021;16/04/2021;12;12;3;1;0;NA;NA;THPAGCC0010;V011001;CC;unknown;nestling;NA;NA;NA;NA;8,22;14,49;26,00
DIJ-157;square_spuller;2021;29/04/2021;24/03/2021;03/04/2021;16/04/2021;12;12;3;1;0;NA;NA;THPAGCC0011;V011002;CC;unknown;nestling;NA;NA;NA;NA;9,42;16,04;29,50
DIJ-157;square_spuller;2021;29/04/2021;24/03/2021;03/04/2021;16/04/2021;12;12;3;1;0;NA;NA;THPAGCC0012;V011003;CC;unknown;nestling;NA;NA;NA;NA;10,25;16,42;32,00
DIJ-158;square_montchapet;2021;09/05/2021;03/04/2021;09/04/2021;26/04/2021;8;8;8;1;0;8876525;8876524;CESINPM0246;8876524;PM;female;more_than_two;17,97;19,59;74,00;3,0;NA;NA;NA
DIJ-158;square_montchapet;2021;09/05/2021;03/04/2021;09/04/2021;26/04/2021;8;8;8;1;0;8876525;8876524;CESINPM0247;V011317;PM;unknown;nestling;NA;NA;NA;NA;15,17;19,02;41,00
DIJ-158;square_montchapet;2021;09/05/2021;03/04/2021;09/04/2021;26/04/2021;8;8;8;1;0;8876525;8876524;CESINPM0248;V011318;PM;unknown;nestling;NA;NA;NA;NA;13,15;18,40;39,50
DIJ-158;square_montchapet;2021;09/05/2021;03/04/2021;09/04/2021;26/04/2021;8;8;8;1;0;8876525;8876524;CESINPM0249;V011319;PM;unknown;nestling;NA;NA;NA;NA;14,29;18,93;40,00
DIJ-158;square_montchapet;2021;09/05/2021;03/04/2021;09/04/2021;26/04/2021;8;8;8;1;0;8876525;8876524;CESINPM0250;V011320;PM;unknown;nestling;NA;NA;NA;NA;15,10;18,96;38,50
DIJ-158;square_montchapet;2021;09/05/2021;03/04/2021;09/04/2021;26/04/2021;8;8;8;1;0;8876525;8876524;CESINPM0251;V011321;PM;unknown;nestling;NA;NA;NA;NA;13,73;19,03;38,00
DIJ-158;square_montchapet;2021;09/05/2021;03/04/2021;09/04/2021;26/04/2021;8;8;8;1;0;8876525;8876524;CESINPM0252;V011322;PM;unknown;nestling;NA;NA;NA;NA;9,92;17,25;30,00
DIJ-158;square_montchapet;2021;09/05/2021;03/04/2021;09/04/2021;26/04/2021;8;8;8;1;0;8876525;8876524;CESINPM0253;V011323;PM;unknown;nestling;NA;NA;NA;NA;14,84;18,83;39,00
DIJ-158;square_montchapet;2021;09/05/2021;03/04/2021;09/04/2021;26/04/2021;8;8;8;1;0;8876525;8876524;CESINPM0254;V011324;PM;unknown;nestling;NA;NA;NA;NA;7,33;16,06;28,00
DIJ-158;square_montchapet;2021;09/05/2021;03/04/2021;09/04/2021;26/04/2021;8;8;8;1;0;8876525;8876524;CESINPM0255;8876525;PM;male;more_than_two;17,46;20,27;74,00;3,0;NA;NA;NA
DIJ-159;square_montchapet;2019;08/05/2019;04/04/2019;12/04/2019;25/04/2019;8;8;0;0;0;NA;NA;DIJ-159-2019;NA;PM;unknown;nestling;NA;NA;NA;NA;NA;NA;NA
DIJ-159;square_montchapet;2021;07/04/2021;30/03/2021;NA;NA;3;0;0;0;0;NA;NA;DIJ-156-2021;NA;CC;unknown;nestling;NA;NA;NA;NA;NA;NA;NA
DIJ-160;square_montchapet;2022;07/05/2022;31/03/2022;09/04/2022;24/04/2022;11;11;4;1;0;8876599;NA;CESINPM1240;8876599;PM;male;more_than_two;17,36;20,58;76,00;2,5;NA;NA;NA
DIJ-160;square_montchapet;2022;07/05/2022;31/03/2022;09/04/2022;24/04/2022;11;11;4;1;0;8876599;NA;CESINPM1239;V022441;PM;unknown;nestling;NA;NA;NA;NA;16,22;20,00;43,00
DIJ-160;square_montchapet;2022;07/05/2022;31/03/2022;09/04/2022;24/04/2022;11;11;4;1;0;8876599;NA;CESINPM1241;V022442;PM;unknown;nestling;NA;NA;NA;NA;13,20;18,52;37,00
DIJ-160;square_montchapet;2022;07/05/2022;31/03/2022;09/04/2022;24/04/2022;11;11;4;1;0;8876599;NA;CESINPM1242;V022443;PM;unknown;nestling;NA;NA;NA;NA;13,83;19,05;40,50
DIJ-160;square_montchapet;2022;07/05/2022;31/03/2022;09/04/2022;24/04/2022;11;11;4;1;0;8876599;NA;CESINPM1243;V022444;PM;unknown;nestling;NA;NA;NA;NA;14,91;19,67;43,50
DIJ-162;square_temeraire;2020;07/05/2020;04/04/2020;NA;NA;10;10;10;1;0;8791993;NA;BRFAIPM0682;8791993;PM;male;more_than_one;16,89;19,19;75,50;NA;NA;NA;NA
DIJ-162;square_temeraire;2020;08/05/2020;04/04/2020;NA;NA;10;10;10;1;0;8791993;NA;LAPOLPM0036;8791994;PM;unknown;nestling;NA;NA;NA;NA;16,56;17,27;NA
DIJ-162;square_temeraire;2020;08/05/2020;04/04/2020;NA;NA;10;10;10;1;0;8791993;NA;LAPOLPM0037;8791995;PM;unknown;nestling;NA;NA;NA;NA;18,41;19,45;NA
DIJ-162;square_temeraire;2021;20/04/2021;01/04/2021;07/04/2021;NA;8;0;0;0;0;NA;NA;DIJ-162-2021;NA;CC;unknown;nestling;NA;NA;NA;NA;NA;NA;NA
DIJ-163;kennedy;2019;22/04/2019;17/03/2019;24/03/2019;08/04/2019;9;9;8;1;0;NA;NA;COABIPM0016;8381985;PM;unknown;nestling;NA;NA;NA;NA;15,75;19,00;41,0
DIJ-163;kennedy;2019;22/04/2019;17/03/2019;24/03/2019;08/04/2019;9;9;8;1;0;NA;NA;CLPECPM0001;8381984;PM;unknown;nestling;NA;NA;NA;NA;15,98;18,60;41,0
DIJ-163;kennedy;2019;22/04/2019;17/03/2019;24/03/2019;08/04/2019;9;9;8;1;0;NA;NA;VIGARPM0001;8381983;PM;unknown;nestling;NA;NA;NA;NA;15,11;18,90;41,0
DIJ-163;kennedy;2019;22/04/2019;17/03/2019;24/03/2019;08/04/2019;9;9;8;1;0;NA;NA;CLPECPM0002 B;8381982;PM;unknown;nestling;NA;NA;NA;NA;12,47;18,80;37,0
DIJ-163;kennedy;2019;22/04/2019;17/03/2019;24/03/2019;08/04/2019;9;9;8;1;0;NA;NA;VIGARPM0002;8381981;PM;unknown;nestling;NA;NA;NA;NA;14,70;19,20;45,0
DIJ-163;kennedy;2019;22/04/2019;17/03/2019;24/03/2019;08/04/2019;9;9;8;1;0;NA;NA;CLPECPM0003 B;8381980;PM;unknown;nestling;NA;NA;NA;NA;14,48;19,00;38,5
DIJ-163;kennedy;2019;22/04/2019;17/03/2019;24/03/2019;08/04/2019;9;9;8;1;0;NA;NA;VIGARPM0003;8381979;PM;unknown;nestling;NA;NA;NA;NA;12,74;17,20;33,0
DIJ-163;kennedy;2019;22/04/2019;17/03/2019;24/03/2019;08/04/2019;9;9;8;1;0;NA;NA;CLPECPM0004 B;8381978;PM;unknown;nestling;NA;NA;NA;NA;15,68;19,20;42,0
DIJ-163;kennedy;2020;24/04/2020;22/03/2020;NA;NA;11;11;11;1;0;8791257;8791259;BRFAIPM0505;8791257;PM;male;more_than_one;17,10;18,84;77,50;NA;NA;NA;NA
DIJ-163;kennedy;2020;24/04/2020;22/03/2020;NA;NA;11;11;11;1;0;8791257;8791259;BRFAIPM0506;8791259;PM;female;more_than_one;15,90;18,77;70,50;NA;NA;NA;NA
DIJ-163;kennedy;2020;27/04/2020;22/03/2020;NA;NA;11;11;11;1;0;8791257;8791259;LAPOLPM0007;8791836;PM;unknown;nestling;NA;NA;NA;NA;13,73;17,71;NA
DIJ-163;kennedy;2020;27/04/2020;22/03/2020;NA;NA;11;11;11;1;0;8791257;8791259;LAPOLPM0008;8791837;PM;unknown;nestling;NA;NA;NA;NA;13,98;18,01;NA
DIJ-163;kennedy;2021;04/05/2021;29/03/2021;08/04/2021;22/04/2021;11;11;6;1;0;NA;8791259;CESINPM0103;V011203;PM;unknown;nestling;NA;NA;NA;NA;13,81;18,18;37,00
DIJ-163;kennedy;2021;04/05/2021;29/03/2021;08/04/2021;22/04/2021;11;11;6;1;0;NA;8791259;CESINPM0104;V011204;PM;unknown;nestling;NA;NA;NA;NA;12,91;18,23;37,00
DIJ-163;kennedy;2021;04/05/2021;29/03/2021;08/04/2021;22/04/2021;11;11;6;1;0;NA;8791259;CESINPM0105;V011205;PM;unknown;nestling;NA;NA;NA;NA;10,56;17,78;33,00
DIJ-163;kennedy;2021;04/05/2021;29/03/2021;08/04/2021;22/04/2021;11;11;6;1;0;NA;8791259;CESINPM0106;V011206;PM;unknown;nestling;NA;NA;NA;NA;12,62;17,95;37,00
DIJ-163;kennedy;2021;04/05/2021;29/03/2021;08/04/2021;22/04/2021;11;11;6;1;0;NA;8791259;CESINPM0107;V011207;PM;unknown;nestling;NA;NA;NA;NA;12,81;17,93;35,00
DIJ-163;kennedy;2021;04/05/2021;29/03/2021;08/04/2021;22/04/2021;11;11;6;1;0;NA;8791259;CESINPM0108;8791259;PM;female;more_than_two;16,27;19,14;78,00;3,0;NA;NA;NA
DIJ-163;kennedy;2021;04/05/2021;29/03/2021;08/04/2021;22/04/2021;11;11;6;1;0;NA;8791259;CESINPM0109;V011208;PM;unknown;nestling;NA;NA;NA;NA;9,42;17,22;27,00
DIJ-163;kennedy;2021;04/05/2021;29/03/2021;08/04/2021;22/04/2021;11;11;6;1;0;NA;8791259;CESINPM0110;V011209;PM;unknown;nestling;NA;NA;NA;NA;9,61;16,96;29,00
DIJ-163;kennedy;2021;04/05/2021;29/03/2021;08/04/2021;22/04/2021;11;11;6;1;0;NA;8791259;CESINPM0111;V011210;PM;unknown;nestling;NA;NA;NA;NA;12,58;17,83;35,00
DIJ-163;kennedy;2022;06/05/2022;02/04/2022;10/04/2022;23/04/2022;10;10;10;1;0;8876593;8876592;CESINPM1204;8876593;PM;male;more_than_two;17,35;19,94;75,00;3,0;NA;NA;NA
DIJ-163;kennedy;2022;06/05/2022;02/04/2022;10/04/2022;23/04/2022;10;10;10;1;0;8876593;8876592;CESINPM1195;8876592;PM;female;two;17,32;19,44;70,00;2,5;NA;NA;NA
DIJ-163;kennedy;2022;06/05/2022;02/04/2022;10/04/2022;23/04/2022;10;10;10;1;0;8876593;8876592;CESINPM1193;V022401;PM;unknown;nestling;NA;NA;NA;NA;17,12;19,97;46,00
DIJ-163;kennedy;2022;06/05/2022;02/04/2022;10/04/2022;23/04/2022;10;10;10;1;0;8876593;8876592;CESINPM1194;V022402;PM;unknown;nestling;NA;NA;NA;NA;16,01;18,86;45,00
DIJ-163;kennedy;2022;06/05/2022;02/04/2022;10/04/2022;23/04/2022;10;10;10;1;0;8876593;8876592;CESINPM1196;V022403;PM;unknown;nestling;NA;NA;NA;NA;15,58;19,35;46,00
DIJ-163;kennedy;2022;06/05/2022;02/04/2022;10/04/2022;23/04/2022;10;10;10;1;0;8876593;8876592;CESINPM1197;V022404;PM;unknown;nestling;NA;NA;NA;NA;16,62;20,09;48,00
DIJ-163;kennedy;2022;06/05/2022;02/04/2022;10/04/2022;23/04/2022;10;10;10;1;0;8876593;8876592;CESINPM1198;V022405;PM;unknown;nestling;NA;NA;NA;NA;16,62;19,49;45,00
DIJ-163;kennedy;2022;06/05/2022;02/04/2022;10/04/2022;23/04/2022;10;10;10;1;0;8876593;8876592;CESINPM1199;V022406;PM;unknown;nestling;NA;NA;NA;NA;16,88;19,90;45,00
DIJ-163;kennedy;2022;06/05/2022;02/04/2022;10/04/2022;23/04/2022;10;10;10;1;0;8876593;8876592;CESINPM1200;V022407;PM;unknown;nestling;NA;NA;NA;NA;16,08;19,29;44,00
DIJ-163;kennedy;2022;06/05/2022;02/04/2022;10/04/2022;23/04/2022;10;10;10;1;0;8876593;8876592;CESINPM1201;V022408;PM;unknown;nestling;NA;NA;NA;NA;16,60;20,19;46,00
DIJ-163;kennedy;2022;06/05/2022;02/04/2022;10/04/2022;23/04/2022;10;10;10;1;0;8876593;8876592;CESINPM1202;V022409;PM;unknown;nestling;NA;NA;NA;NA;16,34;19,04;42,50
DIJ-163;kennedy;2022;06/05/2022;02/04/2022;10/04/2022;23/04/2022;10;10;10;1;0;8876593;8876592;CESINPM1203;V022410;PM;unknown;nestling;NA;NA;NA;NA;16,54;20,30;46,00
DIJ-164;kennedy;2021;13/05/2021;07/04/2021;15/04/2021;30/04/2021;10;10;9;1;0;8877040;8877041;THPAGPM0710;8877040;PM;male;more_than_two;17,25;20,23;79,00;2,0;NA;NA;NA
DIJ-164;kennedy;2021;13/05/2021;07/04/2021;15/04/2021;30/04/2021;10;10;9;1;0;8877040;8877041;THPAGPM0711;8877041;PM;female;more_than_two;17,77;19,83;74,00;3,0;NA;NA;NA
DIJ-164;kennedy;2021;13/05/2021;07/04/2021;15/04/2021;30/04/2021;10;10;9;1;0;8877040;8877041;THPAGPM0712;V010255;PM;unknown;nestling;NA;NA;NA;NA;9,20;16,88;28,50
DIJ-164;kennedy;2021;13/05/2021;07/04/2021;15/04/2021;30/04/2021;10;10;9;1;0;8877040;8877041;THPAGPM0713;V010256;PM;unknown;nestling;NA;NA;NA;NA;11,08;17,95;32,00
DIJ-164;kennedy;2021;13/05/2021;07/04/2021;15/04/2021;30/04/2021;10;10;9;1;0;8877040;8877041;THPAGPM0714;V010257;PM;unknown;nestling;NA;NA;NA;NA;10,17;17,16;29,00
DIJ-164;kennedy;2021;13/05/2021;07/04/2021;15/04/2021;30/04/2021;10;10;9;1;0;8877040;8877041;THPAGPM0715;V010258;PM;unknown;nestling;NA;NA;NA;NA;14,36;19,06;34,00
DIJ-164;kennedy;2021;13/05/2021;07/04/2021;15/04/2021;30/04/2021;10;10;9;1;0;8877040;8877041;THPAGPM0716;V010259;PM;unknown;nestling;NA;NA;NA;NA;13,15;17,55;36,00
DIJ-164;kennedy;2021;13/05/2021;07/04/2021;15/04/2021;30/04/2021;10;10;9;1;0;8877040;8877041;THPAGPM0717;V010260;PM;unknown;nestling;NA;NA;NA;NA;14,99;17,67;35,00
DIJ-164;kennedy;2021;13/05/2021;07/04/2021;15/04/2021;30/04/2021;10;10;9;1;0;8877040;8877041;THPAGPM0718;V010261;PM;unknown;nestling;NA;NA;NA;NA;12,03;18,21;30,00
DIJ-164;kennedy;2021;13/05/2021;07/04/2021;15/04/2021;30/04/2021;10;10;9;1;0;8877040;8877041;THPAGPM0719;V010262;PM;unknown;nestling;NA;NA;NA;NA;13,56;17,84;32,00
DIJ-164;kennedy;2021;13/05/2021;07/04/2021;15/04/2021;30/04/2021;10;10;9;1;0;8877040;8877041;THPAGPM0720;V010263;PM;unknown;nestling;NA;NA;NA;NA;13,06;18,41;34,00
DIJ-165;kennedy;2019;16/05/2019;11/04/2019;NA;NA;7;6;3;1;0;NA;NA;CLPECCC0022;8791755;CC;unknown;more_than_one;17,28;NA;NA;NA;NA;NA;NA
DIJ-165;kennedy;2019;16/05/2019;11/04/2019;NA;NA;7;6;3;1;0;NA;NA;CLPECPM0628;8791754;PM;unknown;nestling;NA;NA;NA;NA;14,77;NA;NA
DIJ-165;kennedy;2019;16/05/2019;11/04/2019;NA;NA;7;6;3;1;0;NA;NA;VIGARPM0583;8791753;PM;unknown;nestling;NA;NA;NA;NA;12,49;NA;NA
DIJ-165;kennedy;2019;16/05/2019;11/04/2019;NA;NA;7;6;3;1;0;NA;NA;VIGARPM0584;8791756;PM;unknown;nestling;NA;NA;NA;NA;12,15;NA;NA
DIJ-165;kennedy;2021;12/05/2021;02/04/2021;12/04/2021;29/04/2021;12;12;0;0;0;NA;NA;DIJ-165-2021;NA;CC;unknown;nestling;NA;NA;NA;NA;NA;NA;NA
DIJ-166;kennedy;2022;07/05/2022;02/04/2022;10/04/2022;24/04/2022;10;9;9;1;0;8877402;NA;CESINPM1256;8877402;PM;male;two;17,99;19,40;75,00;3,0;NA;NA;NA
DIJ-166;kennedy;2022;07/05/2022;02/04/2022;10/04/2022;24/04/2022;10;9;9;1;0;8877402;NA;CESINPM1255;V022454;PM;unknown;nestling;NA;NA;NA;NA;16,20;19,70;48,00
DIJ-166;kennedy;2022;07/05/2022;02/04/2022;10/04/2022;24/04/2022;10;9;9;1;0;8877402;NA;CESINPM1257;V022455;PM;unknown;nestling;NA;NA;NA;NA;16,81;20,09;50,00
DIJ-166;kennedy;2022;07/05/2022;02/04/2022;10/04/2022;24/04/2022;10;9;9;1;0;8877402;NA;CESINPM1258;V022456;PM;unknown;nestling;NA;NA;NA;NA;17,77;20,10;51,00
DIJ-166;kennedy;2022;07/05/2022;02/04/2022;10/04/2022;24/04/2022;10;9;9;1;0;8877402;NA;CESINPM1259;V022457;PM;unknown;nestling;NA;NA;NA;NA;16,59;20,61;50,00
DIJ-166;kennedy;2022;07/05/2022;02/04/2022;10/04/2022;24/04/2022;10;9;9;1;0;8877402;NA;CESINPM1260;V022458;PM;unknown;nestling;NA;NA;NA;NA;16,55;20,00;48,00
DIJ-166;kennedy;2022;07/05/2022;02/04/2022;10/04/2022;24/04/2022;10;9;9;1;0;8877402;NA;CESINPM1261;V022459;PM;unknown;nestling;NA;NA;NA;NA;15,27;19,76;45,00
DIJ-166;kennedy;2022;07/05/2022;02/04/2022;10/04/2022;24/04/2022;10;9;9;1;0;8877402;NA;CESINPM1262;V022460;PM;unknown;nestling;NA;NA;NA;NA;16,21;19,99;48,50
DIJ-166;kennedy;2022;07/05/2022;02/04/2022;10/04/2022;24/04/2022;10;9;9;1;0;8877402;NA;CESINPM1263;V022461;PM;unknown;nestling;NA;NA;NA;NA;17,89;19,58;51,00
DIJ-166;kennedy;2022;07/05/2022;02/04/2022;10/04/2022;24/04/2022;10;9;9;1;0;8877402;NA;CESINPM1264;V022462;PM;unknown;nestling;NA;NA;NA;NA;16,71;19,74;49,50
DIJ-167;kennedy;2019;15/05/2019;07/04/2019;NA;NA;10;10;7;1;0;NA;8791629;CLPECCC0021;8791629;CC;male;more_than_one;11,20;NA;NA;NA;NA;NA;NA
DIJ-167;kennedy;2019;15/05/2019;07/04/2019;NA;NA;10;10;7;1;0;NA;8791629;CLPECCC0572;8791626;CC;unknown;nestling;NA;NA;NA;NA;7,36;NA;NA
DIJ-167;kennedy;2019;15/05/2019;07/04/2019;NA;NA;10;10;7;1;0;NA;8791629;VIGARCC0520;8791627;CC;unknown;nestling;NA;NA;NA;NA;7,29;NA;NA
DIJ-167;kennedy;2019;15/05/2019;07/04/2019;NA;NA;10;10;7;1;0;NA;8791629;CLPECCC0573;8791628;CC;unknown;nestling;NA;NA;NA;NA;9,38;NA;NA
DIJ-167;kennedy;2019;15/05/2019;07/04/2019;NA;NA;10;10;7;1;0;NA;8791629;CLPECCC0574;8791630;CC;unknown;nestling;NA;NA;NA;NA;9,09;NA;NA
DIJ-167;kennedy;2019;15/05/2019;07/04/2019;NA;NA;10;10;7;1;0;NA;8791629;VIGARCC0521;8791631;CC;unknown;nestling;NA;NA;NA;NA;5,49;NA;NA
DIJ-167;kennedy;2019;15/05/2019;07/04/2019;NA;NA;10;10;7;1;0;NA;8791629;VIGARCC0522;8791632;CC;unknown;nestling;NA;NA;NA;NA;6,85;NA;NA
DIJ-167;kennedy;2019;15/05/2019;07/04/2019;NA;NA;10;10;7;1;0;NA;8791629;CLPECCC0575;8791633;CC;unknown;nestling;NA;NA;NA;NA;9,05;NA;NA
DIJ-167;kennedy;2022;13/05/2022;10/04/2022;17/04/2022;30/04/2022;9;9;9;1;0;8877040;8877544;THPAGPM1503;8877040;PM;male;more_than_two;17,22;20,39;78,00;2,0;NA;NA;NA
DIJ-167;kennedy;2022;13/05/2022;10/04/2022;17/04/2022;30/04/2022;9;9;9;1;0;8877040;8877544;THPAGPM1510;8877544;PM;female;two;16,43;19,88;73,00;1,5;NA;NA;NA
DIJ-167;kennedy;2022;13/05/2022;10/04/2022;17/04/2022;30/04/2022;9;9;9;1;0;8877040;8877544;THPAGPM1504;V022910;PM;unknown;nestling;NA;NA;NA;NA;16,52;17,86;45,00
DIJ-167;kennedy;2022;13/05/2022;10/04/2022;17/04/2022;30/04/2022;9;9;9;1;0;8877040;8877544;THPAGPM1505;V022911;PM;unknown;nestling;NA;NA;NA;NA;17,20;20,41;47,00
DIJ-167;kennedy;2022;13/05/2022;10/04/2022;17/04/2022;30/04/2022;9;9;9;1;0;8877040;8877544;THPAGPM1506;V022912;PM;unknown;nestling;NA;NA;NA;NA;14,36;19,62;50,50
DIJ-167;kennedy;2022;13/05/2022;10/04/2022;17/04/2022;30/04/2022;9;9;9;1;0;8877040;8877544;THPAGPM1507;V022913;PM;unknown;nestling;NA;NA;NA;NA;14,42;19,80;48,00
DIJ-167;kennedy;2022;13/05/2022;10/04/2022;17/04/2022;30/04/2022;9;9;9;1;0;8877040;8877544;THPAGPM1508;V022914;PM;unknown;nestling;NA;NA;NA;NA;14,56;19,82;46,50
DIJ-167;kennedy;2022;13/05/2022;10/04/2022;17/04/2022;30/04/2022;9;9;9;1;0;8877040;8877544;THPAGPM1509;V022915;PM;unknown;nestling;NA;NA;NA;NA;15,15;19,93;49,00
DIJ-167;kennedy;2022;13/05/2022;10/04/2022;17/04/2022;30/04/2022;9;9;9;1;0;8877040;8877544;THPAGPM1511;V022916;PM;unknown;nestling;NA;NA;NA;NA;16,14;20,58;41,00
DIJ-167;kennedy;2022;13/05/2022;10/04/2022;17/04/2022;30/04/2022;9;9;9;1;0;8877040;8877544;THPAGPM1512;V022917;PM;unknown;nestling;NA;NA;NA;NA;15,97;19,46;49,50
DIJ-167;kennedy;2022;13/05/2022;10/04/2022;17/04/2022;30/04/2022;9;9;9;1;0;8877040;8877544;THPAGPM1513;V022918;PM;unknown;nestling;NA;NA;NA;NA;15,58;19,62;48,00
DIJ-168;bd_castel;2019;14/05/2019;08/04/2019;NA;NA;10;9;1;1;0;NA;NA;CLPECCC0523;8791540;CC;unknown;nestling;NA;NA;NA;NA;8,68;NA;NA
DIJ-168;bd_castel;2020;15/05/2020;14/04/2020;NA;NA;7;7;4;1;0;8791968;NA;BRFAIPM0810;8791968;PM;male;more_than_one;16,02;19,67;73,50;NA;NA;NA;NA
DIJ-168;bd_castel;2020;16/05/2020;14/04/2020;NA;NA;7;7;4;1;0;8791968;NA;LAPOLPM0049;8791932;PM;unknown;nestling;NA;NA;NA;NA;9,46;17,41;NA
DIJ-168;bd_castel;2020;16/05/2020;14/04/2020;NA;NA;7;7;4;1;0;8791968;NA;LAPOLPM0050;8791933;PM;unknown;nestling;NA;NA;NA;NA;12,51;18,36;NA
DIJ-168;bd_castel;2021;05/05/2021;28/03/2021;03/04/2021;22/04/2021;8;7;6;1;0;NA;NA;CESINPM0096;V011197;PM;unknown;nestling;NA;NA;NA;NA;15,68;19,95;41,00
DIJ-168;bd_castel;2021;05/05/2021;28/03/2021;03/04/2021;22/04/2021;8;7;6;1;0;NA;NA;CESINPM0097;V011198;PM;unknown;nestling;NA;NA;NA;NA;14,85;19,09;41,00
DIJ-168;bd_castel;2021;05/05/2021;28/03/2021;03/04/2021;22/04/2021;8;7;6;1;0;NA;NA;CESINPM0098;V011199;PM;unknown;nestling;NA;NA;NA;NA;15,58;19,69;43,00
DIJ-168;bd_castel;2021;05/05/2021;28/03/2021;03/04/2021;22/04/2021;8;7;6;1;0;NA;NA;CESINPM0099;V011200;PM;unknown;nestling;NA;NA;NA;NA;14,73;19,03;39,50
DIJ-168;bd_castel;2021;05/05/2021;28/03/2021;03/04/2021;22/04/2021;8;7;6;1;0;NA;NA;CESINPM0100;V011201;PM;unknown;nestling;NA;NA;NA;NA;15,22;19,16;42,00
DIJ-168;bd_castel;2021;05/05/2021;28/03/2021;03/04/2021;22/04/2021;8;7;6;1;0;NA;NA;CESINPM0102;V011202;PM;unknown;nestling;NA;NA;NA;NA;15,02;20,32;43,00
DIJ-168;bd_castel;2022;05/05/2022;01/04/2022;08/04/2022;22/04/2022;9;9;9;1;1;NA;NA;CESINPM1137;V022351;PM;unknown;nestling;NA;NA;NA;NA;14,71;19,21;43,00
DIJ-168;bd_castel;2022;05/05/2022;01/04/2022;08/04/2022;22/04/2022;9;9;9;1;1;NA;NA;CESINPM1138;V022352;PM;unknown;nestling;NA;NA;NA;NA;17,01;20,06;46,00
DIJ-168;bd_castel;2022;05/05/2022;01/04/2022;08/04/2022;22/04/2022;9;9;9;1;1;NA;NA;CESINPM1139;V022353;PM;unknown;nestling;NA;NA;NA;NA;14,54;18,96;45,00
DIJ-168;bd_castel;2022;05/05/2022;01/04/2022;08/04/2022;22/04/2022;9;9;9;1;1;NA;NA;CESINPM1140;V022354;PM;unknown;nestling;NA;NA;NA;NA;16,06;20,13;51,00
DIJ-168;bd_castel;2022;05/05/2022;01/04/2022;08/04/2022;22/04/2022;9;9;9;1;1;NA;NA;CESINPM1141;V022355;PM;unknown;nestling;NA;NA;NA;NA;15,71;19,24;46,50
DIJ-168;bd_castel;2022;05/05/2022;01/04/2022;08/04/2022;22/04/2022;9;9;9;1;1;NA;NA;CESINPM1142;V022356;PM;unknown;nestling;NA;NA;NA;NA;16,64;19,26;52,00
DIJ-168;bd_castel;2022;05/05/2022;01/04/2022;08/04/2022;22/04/2022;9;9;9;1;1;NA;NA;CESINPM1143;V022357;PM;unknown;nestling;NA;NA;NA;NA;14,09;20,14;50,00
DIJ-168;bd_castel;2022;05/05/2022;01/04/2022;08/04/2022;22/04/2022;9;9;9;1;1;NA;NA;CESINPM1144;V022358;PM;unknown;nestling;NA;NA;NA;NA;16,79;19,47;53,00
DIJ-168;bd_castel;2022;05/05/2022;01/04/2022;08/04/2022;22/04/2022;9;9;9;1;1;NA;NA;CESINPM1145;V022359;PM;unknown;nestling;NA;NA;NA;NA;14,95;19,41;47,00
DIJ-168;bd_castel;2022;05/05/2022;01/04/2022;08/04/2022;22/04/2022;9;9;9;1;1;NA;NA;CESINPM1146;V022360;PM;unknown;nestling;NA;NA;NA;NA;16,58;19,45;49,00
DIJ-169;bd_castel;2019;09/05/2019;02/04/2019;NA;NA;7;5;5;1;0;NA;NA;CLPECPM0246;8790928;PM;unknown;nestling;NA;NA;NA;NA;17,63;NA;NA
DIJ-169;bd_castel;2019;09/05/2019;02/04/2019;NA;NA;7;5;5;1;0;NA;NA;VIGARPM0219;8790929;PM;unknown;nestling;NA;NA;NA;NA;18,45;NA;NA
DIJ-169;bd_castel;2019;09/05/2019;02/04/2019;NA;NA;7;5;5;1;0;NA;NA;CLPECPM0247;8790930;PM;unknown;nestling;NA;NA;NA;NA;16,61;NA;NA
DIJ-169;bd_castel;2019;09/05/2019;02/04/2019;NA;NA;7;5;5;1;0;NA;NA;CLPECPM0248;8790931;PM;unknown;nestling;NA;NA;NA;NA;16,75;NA;NA
DIJ-169;bd_castel;2019;09/05/2019;02/04/2019;NA;NA;7;5;5;1;0;NA;NA;VIGARPM0220;8790932;PM;unknown;nestling;NA;NA;NA;NA;18,34;NA;NA
