id_nestbox;year;date;laying_date;incubation_date;hatching_date;clutch_size;brood_size;fledgling_nb;success_manipulated;father_id;mother_id;species;mass;tarsus_length;wing_length
DIJ-256;2022;19/05/2022;13/04/2022;22/04/2022;06/05/2022;6;6;6;0;8876199;8876200;PM;15,79333333333333;19,4000000000000;40,2500000000000
DIJ-257;2021;09/05/2021;03/04/2021;09/04/2021;26/04/2021;8;8;8;0;8876523;NA;PM;15,11750000000000;19,7062500000000;42,1250000000000
DIJ-257;2022;19/05/2022;18/04/2022;24/04/2022;06/05/2022;8;8;8;0;NA;V011261;PM;16,03500000000000;19,7112500000000;43,0000000000000
DIJ-259;2021;11/05/2021;19/04/2021;28/04/2021;NA;11;0;0;0;NA;NA;CC;NA;NA;NA
DIJ-259;2022;16/05/2022;09/04/2022;20/04/2022;03/05/2022;9;9;8;0;8877444;NA;PM;13,44250000000000;19,4637500000000;44,5625000000000
DIJ-260;2022;07/05/2022;02/04/2022;10/04/2022;24/04/2022;10;10;0;0;NA;NA;PM;NA;NA;NA
DIJ-263;2022;04/05/2022;29/03/2022;05/04/2022;21/04/2022;9;9;6;0;NA;NA;PM;16,94000000000000;19,5716666666667;46,5000000000000
DIJ-269;2021;09/05/2021;04/04/2021;11/04/2021;25/04/2021;9;9;0;0;NA;NA;PM;NA;NA;NA
DIJ-269;2022;07/05/2022;02/04/2022;09/04/2022;24/04/2022;9;9;0;0;NA;NA;PM;NA;NA;NA
DIJ-271;2021;13/05/2021;06/04/2021;NA;NA;2;0;0;0;NA;NA;PM;NA;NA;NA
DIJ-271;2022;04/05/2022;10/04/2022;19/04/2022;NA;11;0;0;0;NA;NA;CC;NA;NA;NA
DIJ-272;2021;06/05/2021;03/04/2021;10/04/2021;23/04/2021;10;7;6;0;8876510;8876511;PM;15,61000000000000;18,8783333333333;39,5833333333333
DIJ-272;2022;14/05/2022;11/04/2022;19/04/2022;01/05/2022;10;10;0;0;NA;NA;PM;NA;NA;NA
DIJ-273;2021;17/05/2021;10/04/2021;18/04/2021;04/05/2021;11;10;9;0;NA;NA;CC;8,45333333333333;16,0044444444444;30,8333333333333
DIJ-274;2022;25/04/2022;18/04/2022;NA;NA;1;0;0;0;NA;NA;PM;NA;NA;NA
DIJ-275;2022;14/05/2022;09/04/2022;17/04/2022;01/05/2022;10;10;6;0;NA;NA;CC;NA;NA;NA
DIJ-303;2022;13/05/2022;NA;NA;28/04/2022;8;7;7;0;NA;NA;PM;NA;NA;NA
DIJ-308;2022;05/05/2022;03/04/2022;12/04/2022;22/04/2022;9;9;9;0;NA;NA;PM;NA;NA;NA
DIJ-312;2022;28/04/2022;26/03/2022;05/04/2022;17/04/2022;9;0;0;0;NA;NA;PM;NA;NA;NA
DIJ-316;2022;05/05/2022;NA;NA;22/04/2022;10;10;9;0;8876004;NA;PM;14,02555555555556;19,2911111111111;48,0555555555556
DIJ-319;2022;04/05/2022;31/03/2022;07/04/2022;21/04/2022;7;7;7;0;NA;NA;PM;NA;NA;NA
DIJ-325;2022;03/05/2022;31/03/2022;07/04/2022;20/04/2022;9;9;8;0;NA;NA;PM;17,44750000000000;19,9200000000000;50,3750000000000
DIJ-326;2022;10/05/2022;06/04/2022;NA;27/04/2022;8;8;5;0;NA;NA;PM;NA;NA;NA
DIJ-328;2022;08/05/2022;04/04/2022;12/04/2022;26/04/2022;9;9;9;0;NA;NA;PM;16,94555555555555;20,5455555555556;46,3333333333333
DIJ-329;2022;27/04/2022;30/03/2022;05/04/2022;19/04/2022;8;8;8;0;NA;NA;PM;15,96250000000000;19,2737500000000;42,6250000000000
DIJ-330;2022;02/05/2022;26/03/2022;01/04/2022;15/04/2022;8;8;8;0;8876002;NA;PM;16,81375000000000;19,1675000000000;45,5000000000000
DIJ-331;2022;10/05/2022;01/04/2022;08/04/2022;26/04/2022;8;8;7;0;NA;NA;PM;NA;NA;NA
DIJ-332;2022;04/05/2022;02/04/2022;09/04/2022;21/04/2022;9;9;9;0;NA;NA;PM;16,69444444444444;19,5666666666667;49,6111111111111
DIJ-337;2022;16/05/2022;16/04/2022;25/04/2022;02/05/2022;10;10;9;0;NA;NA;PM;13,97222222222222;18,5211111111111;47,5000000000000
DIJ-338;2022;29/04/2022;09/04/2022;14/04/2022;NA;7;0;0;0;NA;NA;PM;NA;NA;NA
DIJ-339;2022;16/05/2022;10/04/2022;19/04/2022;02/05/2022;11;11;10;0;8877446;NA;PM;13,54100000000000;19,5560000000000;41,2000000000000
DIJ-339B;2022;02/05/2022;28/03/2022;06/04/2022;19/04/2022;10;10;10;0;NA;NA;PM;16,35500000000000;19,0190000000000;44,8000000000000
DIJ-342;2022;05/05/2022;03/04/2022;09/04/2022;22/04/2022;8;8;8;0;8876003;NA;PM;16,83000000000000;19,9350000000000;45,6250000000000
DIJ-344;2022;08/05/2022;04/04/2022;11/04/2022;25/04/2022;9;8;8;0;NA;NA;PM;12,79250000000000;18,7075000000000;42,6875000000000
DIJ-347;2022;09/05/2022;04/04/2022;13/04/2022;26/04/2022;11;9;8;0;NA;NA;CC;11,39500000000000;15,8925000000000;NA
DIJ-351;2022;06/05/2022;NA;NA;24/04/2022;9;9;9;0;NA;NA;PM;17,00111111111111;19,4444444444444;45,3888888888889
DIJ-352;2022;20/05/2022;20/04/2022;NA;08/05/2022;5;5;5;0;NA;NA;PM;16,07600000000000;18,7180000000000;36,1000000000000
DIJ-357;2022;08/05/2022;30/03/2022;06/04/2022;25/04/2022;9;9;9;0;8877408;NA;PM;14,65222222222222;18,9877777777778;45,0555555555556
DIJ-358;2022;27/04/2022;25/03/2022;01/04/2022;14/04/2022;9;9;8;0;8876001;NA;PM;14,47500000000000;19,0100000000000;46,8750000000000
DIJ-362;2022;06/05/2022;NA;NA;24/04/2022;7;5;4;0;8876005;NA;PM;16,40250000000000;19,0300000000000;47,1250000000000
DIJ-368;2022;25/04/2022;NA;NA;19/04/2022;7;7;7;0;NA;NA;PM;17,10285714285714;19,4457142857143;45,8571428571429
DIJ-382;2022;09/05/2022;NA;NA;26/04/2022;6;6;6;0;NA;NA;PM;NA;NA;NA
DIJ-387;2022;10/05/2022;30/03/2022;14/04/2022;27/04/2022;14;12;12;0;NA;NA;CC;NA;NA;NA
