id_nestbox;site;coord_x;coord_y;year;dist;species;breeding_window;laying_date;flight_date;clutch_size;brood_size;fledgling_nb;mass;tarsus_length;wing_length;father_id;father_cond;mother_id;mother_cond;cumdd_30;cumdd_60;cumdd_between;min_t_before;min_t_between;mean_winter_t;sd_winter_t;lsource_0_m;lsource_0_iq;lsource_10_m;lsource_10_iq;lflux_0_m;lflux_0_iq;lflux_10_m;lflux_10_iq;lsource_vs150_m;lsource_vs150_iq;noise_m;noise_iq;trafic;age_class;strata_div;woodyveg_volume;woodyveg_sd;woody_area;vegetation_area;herbaceous_area;soft_manag_area;built_area;build_volume;build_sd;open_area;water_area
DIJ-006;drapeau;854256,8141;6695057,276;2019;50;PM;early_2019;2019-04-01;2019-05-05;10;9,00000000000000;7;15,25571428571429;NA;NA;NA;0,256012226637285345;NA;-1,35490587266016e-01;273,460000000000;471,350000000000;369,340000000000;-0,479000000000000;-0,1990000000000000;5,91113105726872;3,72956499571859;13,0;6,00;27,0;9,00;11,568830440;5,456985410;30,164467990;7,432599835;18;12,00;46,79207611;3,500156403;29421,392290;1;2;30641,380100;4,961166277;2739;4667;1928;0,000000000;1058;7,167411438e+03;2,742081516;2125;0
DIJ-006;drapeau;854256,8141;6695057,276;2019;100;PM;early_2019;2019-04-01;2019-05-05;10;9,00000000000000;7;15,25571428571429;NA;NA;NA;0,209673736331983579;NA;-1,63668806421378e-01;273,460000000000;471,350000000000;369,340000000000;-0,479000000000000;-0,1990000000000000;5,91113105726872;3,72956499571859;10,0;9,00;29,0;17,00;23,399642650;46,080253300;50,236792100;37,148501750;17;18,00;47,86627960;9,724365234;233428,698700;1;2;75480,595080;5,001735506;8765;15121;6356;0,000000000;5754;4,459281317e+04;4,407552632;10525;0
DIJ-006;drapeau;854256,8141;6695057,276;2019;150;PM;early_2019;2019-04-01;2019-05-05;10;9,00000000000000;7;15,25571428571429;NA;NA;NA;0,070777800183805223;NA;-2,44816037405245e-01;273,460000000000;471,350000000000;369,340000000000;-0,479000000000000;-0,1990000000000000;5,91113105726872;3,72956499571859;7,5;11,00;31,0;22,25;32,734388420;86,499330730;66,118385560;74,040178450;15;17,00;50,46184158;12,263389590;2616437,681000;1;2;127744,541100;5,710393548;15089;26539;11450;0,000000000;15618;1,248202251e+05;5,351093761;28493;0
DIJ-006;drapeau;854256,8141;6695057,276;2019;200;PM;early_2019;2019-04-01;2019-05-05;10;9,00000000000000;7;15,25571428571429;NA;NA;NA;-0,215415550391067773;NA;-3,86765539897914e-01;273,460000000000;471,350000000000;369,340000000000;-0,479000000000000;-0,1990000000000000;5,91113105726872;3,72956499571859;6,0;10,50;31,0;23,00;43,996064840;117,302916100;68,005287940;91,434773180;15;16,00;53,99283218;14,118831630;6908453,307000;1;2;158625,456700;5,457230494;21375;37917;16542;0,000000000;28721;2,324442621e+05;5,109481120;58962;0
DIJ-008;drapeau;854152,1831;6695063,533;2021;50;PM;early_2021;2021-04-03;2021-05-08;8;8,00000000000000;7;14,96000000000000;19,6842857142857;42,8571428571429;8791992;-0,886185682051238266;NA;-4,97684536141971e-01;249,116733333333;467,030666666667;377,200000000000;-1,372140000000000;1,5600000000000001;5,29520661157025;3,70277426379500;9,0;4,50;42,0;4,00;95,172307500;144,366485700;133,330924400;65,938483590;28;15,25;55,67352295;11,316392900;398488,419000;1;3;13375,682820;4,474002108;1922;2992;1070;0,000000000;1325;6,304823318e+03;2,205001359;3533;0
DIJ-008;drapeau;854152,1831;6695063,533;2021;100;PM;early_2021;2021-04-03;2021-05-08;8;8,00000000000000;7;14,96000000000000;19,6842857142857;42,8571428571429;8791992;-0,886185682051238266;NA;-6,42049063652004e-01;251,359900000000;469,862666666667;377,200000000000;-1,540276000000001;1,5600000000000001;5,29520661157025;3,70277426379500;9,5;7,00;41,0;5,25;109,134489500;148,120248800;127,332562700;105,730702000;25;16,00;51,79302979;12,952114110;1120350,774000;1;3;45713,946960;5,243070289;6219;12135;5916;0,000000000;5678;2,855912192e+04;2,242892915;13587;0
DIJ-008;drapeau;854152,1831;6695063,533;2021;150;PM;early_2021;2021-04-03;2021-05-08;8;8,00000000000000;7;14,96000000000000;19,6842857142857;42,8571428571429;8791992;-0,886185682051238266;NA;-7,00735306461897e-01;249,481133333334;462,823466666667;377,200000000000;-1,306903333333335;1,5600000000000001;5,29520661157025;3,70277426379500;9,5;8,00;36,0;11,00;56,069028190;135,422385500;74,471397220;82,139043550;21;17,00;50,17401505;12,859596250;2460991,989000;1;3;119438,968800;5,708953863;15600;28036;12436;0,000000000;13440;9,137966045e+04;4,586247149;29174;0
DIJ-008;drapeau;854152,1831;6695063,533;2021;200;PM;early_2021;2021-04-03;2021-05-08;8;8,00000000000000;7;14,96000000000000;19,6842857142857;42,8571428571429;8791992;-0,886185682051238266;NA;-7,01057434725185e-01;250,953700000000;467,949933333334;377,200000000000;-1,200490000000001;1,5600000000000001;5,29520661157025;3,70277426379500;6,5;10,75;34,0;18,25;50,628469670;122,814085300;72,726818820;87,142942740;16;17,00;51,56688309;14,113162990;5007875,957000;1;3;171042,367200;5,189515297;24884;43839;18955;0,000000000;27709;1,908691442e+05;4,609912049;54052;0
DIJ-008;drapeau;854152,1831;6695063,533;2022;50;PM;early_2022;2022-03-30;2022-05-02;8;8,00000000000000;8;15,19000000000000;20,1925000000000;41,6250000000000;NA;-0,146595971124846514;8876570;-1,05294775094367e+00;259,700000000000;440,110000000000;343,000000000000;-3,360000000000000;-2,9500000000000002;5,29520661157025;3,70277426379500;9,0;4,50;42,0;4,00;95,172307500;144,366485700;133,330924400;65,938483590;28;15,25;55,67352295;11,316392900;398488,419000;1;3;13375,682820;4,474002108;1922;2992;1070;0,000000000;1325;6,304823318e+03;2,205001359;3533;0
DIJ-008;drapeau;854152,1831;6695063,533;2022;100;PM;early_2022;2022-03-30;2022-05-02;8;8,00000000000000;8;15,19000000000000;20,1925000000000;41,6250000000000;NA;-0,310562755359413634;8876570;-1,05294775094367e+00;259,700000000000;440,110000000000;343,000000000000;-3,360000000000000;-2,9500000000000002;5,29520661157025;3,70277426379500;9,5;7,00;41,0;5,25;109,134489500;148,120248800;127,332562700;105,730702000;25;16,00;51,79302979;12,952114110;1120350,774000;1;3;45713,946960;5,243070289;6219;12135;5916;0,000000000;5678;2,855912192e+04;2,242892915;13587;0
DIJ-008;drapeau;854152,1831;6695063,533;2022;150;PM;early_2022;2022-03-30;2022-05-02;8;8,00000000000000;8;15,19000000000000;20,1925000000000;41,6250000000000;NA;-0,393849464038511954;8876570;-1,05294775094367e+00;259,700000000000;440,110000000000;343,000000000000;-3,360000000000000;-2,9500000000000002;5,29520661157025;3,70277426379500;9,5;8,00;36,0;11,00;56,069028190;135,422385500;74,471397220;82,139043550;21;17,00;50,17401505;12,859596250;2460991,989000;1;3;119438,968800;5,708953863;15600;28036;12436;0,000000000;13440;9,137966045e+04;4,586247149;29174;0
DIJ-008;drapeau;854152,1831;6695063,533;2022;200;PM;early_2022;2022-03-30;2022-05-02;8;8,00000000000000;8;15,19000000000000;20,1925000000000;41,6250000000000;NA;-0,270990269047869603;8876570;-1,05294775094367e+00;259,700000000000;440,110000000000;343,000000000000;-3,360000000000000;-2,9500000000000002;5,29520661157025;3,70277426379500;6,5;10,75;34,0;18,25;50,628469670;122,814085300;72,726818820;87,142942740;16;17,00;51,56688309;14,113162990;5007875,957000;1;3;171042,367200;5,189515297;24884;43839;18955;0,000000000;27709;1,908691442e+05;4,609912049;54052;0
DIJ-009;drapeau;854154,8167;6695003,651;2019;50;PM;early_2019;2019-04-01;2019-05-05;8;8,00000000000000;6;13,92333333333333;NA;NA;NA;-0,093175454527870724;NA;2,58912493727281e-01;273,460000000000;471,350000000000;369,340000000000;-0,479000000000000;-0,1990000000000000;5,91113105726872;3,72956499571859;14,0;7,50;42,0;1,50;109,134489500;57,918533630;129,002926400;22,143530800;32;8,00;55,19039154;9,813022614;0,000000;1;3;19493,825240;6,024004083;2296;4990;2694;0,000000000;594;2,704355164e+03;1,202904494;2266;0
DIJ-009;drapeau;854154,8167;6695003,651;2019;100;PM;early_2019;2019-04-01;2019-05-05;8;8,00000000000000;6;13,92333333333333;NA;NA;NA;-0,328781402601801054;NA;-1,27213143803750e-01;273,460000000000;471,350000000000;369,340000000000;-0,479000000000000;-0,1990000000000000;5,91113105726872;3,72956499571859;10,0;8,50;40,5;7,00;113,800517200;167,596537500;109,461466200;115,270357800;26;11,00;52,16823196;14,365535740;1578752,402000;1;3;73775,179440;6,226562356;8024;14129;6105;0,000000000;4063;2,935088651e+04;4,601184853;13208;0
DIJ-009;drapeau;854154,8167;6695003,651;2019;150;PM;early_2019;2019-04-01;2019-05-05;8;8,00000000000000;6;13,92333333333333;NA;NA;NA;-0,376275242463723958;NA;-2,71788727066186e-01;273,460000000000;471,350000000000;369,340000000000;-0,479000000000000;-0,1990000000000000;5,91113105726872;3,72956499571859;9,0;8,25;34,5;14,00;66,422801810;140,232916800;72,726818820;94,930940010;21;16,00;49,85021210;14,591686250;2627621,238000;1;3;122253,682100;5,692769070;15000;26149;11149;0,000000000;14226;1,080397387e+05;5,143789185;30275;0
DIJ-009;drapeau;854154,8167;6695003,651;2019;200;PM;early_2019;2019-04-01;2019-05-05;8;8,00000000000000;6;13,92333333333333;NA;NA;NA;-0,307471196921831724;NA;-3,63190574272436e-01;273,460000000000;471,350000000000;369,340000000000;-0,479000000000000;-0,1990000000000000;5,91113105726872;3,72956499571859;6,0;11,00;33,0;20,50;40,365968690;119,042341500;70,675323980;102,347481800;15;17,00;50,81134415;13,548320770;4035126,792000;1;3;178374,250600;5,215875311;24490;43076;18586;0,000000000;27687;2,125309072e+05;5,045516709;54837;0
DIJ-009;drapeau;854154,8167;6695003,651;2020;50;PM;late_2020;2020-04-08;2020-05-10;6;6,00000000000000;6;13,86500000000000;18,1200000000000;NA;8791992;-0,886185682051238266;NA;-3,76327569514474e-02;283,940000000000;507,690000000000;491,890000000000;-0,088000000000000;4,4800000000000004;5,91113105726872;3,72956499571859;14,0;7,50;42,0;1,50;109,134489500;57,918533630;129,002926400;22,143530800;32;8,00;55,19039154;9,813022614;0,000000;1;3;19493,825240;6,024004083;2296;4990;2694;0,000000000;594;2,704355164e+03;1,202904494;2266;0
DIJ-009;drapeau;854154,8167;6695003,651;2020;100;PM;late_2020;2020-04-08;2020-05-10;6;6,00000000000000;6;13,86500000000000;18,1200000000000;NA;8791992;-0,886185682051238266;NA;-4,61144305473643e-01;283,940000000000;507,690000000000;491,890000000000;-0,088000000000000;4,4800000000000004;5,91113105726872;3,72956499571859;10,0;8,50;40,5;7,00;113,800517200;167,596537500;109,461466200;115,270357800;26;11,00;52,16823196;14,365535740;1578752,402000;1;3;73775,179440;6,226562356;8024;14129;6105;0,000000000;4063;2,935088651e+04;4,601184853;13208;0
DIJ-009;drapeau;854154,8167;6695003,651;2020;150;PM;late_2020;2020-04-08;2020-05-10;6;6,00000000000000;6;13,86500000000000;18,1200000000000;NA;8791992;-0,886185682051238266;NA;-5,77684656144446e-01;283,940000000000;507,690000000000;491,890000000000;-0,088000000000000;4,4800000000000004;5,91113105726872;3,72956499571859;9,0;8,25;34,5;14,00;66,422801810;140,232916800;72,726818820;94,930940010;21;16,00;49,85021210;14,591686250;2627621,238000;1;3;122253,682100;5,692769070;15000;26149;11149;0,000000000;14226;1,080397387e+05;5,143789185;30275;0
DIJ-009;drapeau;854154,8167;6695003,651;2020;200;PM;late_2020;2020-04-08;2020-05-10;6;6,00000000000000;6;13,86500000000000;18,1200000000000;NA;8791992;-0,886185682051238266;NA;-6,01278329551223e-01;283,940000000000;507,690000000000;491,890000000000;-0,088000000000000;4,4800000000000004;5,91113105726872;3,72956499571859;6,0;11,00;33,0;20,50;40,365968690;119,042341500;70,675323980;102,347481800;15;17,00;50,81134415;13,548320770;4035126,792000;1;3;178374,250600;5,215875311;24490;43076;18586;0,000000000;27687;2,125309072e+05;5,045516709;54837;0
DIJ-010;pascal_joffre;855176,9131;6694993,361;2019;50;PM;early_2019;2019-03-27;2019-05-02;11;11,00000000000000;7;13,26285714285714;NA;NA;NA;0,290881451536071978;NA;5,34959769884775e-02;266,690000000000;421,520000000000;384,320000000000;-0,676000000000000;0,0510000000000000;5,74497832817337;3,77193716082082;4,0;7,00;23,0;6,00;68,614239080;150,949302800;107,626960100;139,670358500;15;5,00;66,46952057;6,310302734;2127892,280000;1;2;32206,357250;5,214868480;3384;4807;1423;0,000000000;242;1,967933945e+03;2,296244808;2801;0
DIJ-010;pascal_joffre;855176,9131;6694993,361;2019;100;PM;early_2019;2019-03-27;2019-05-02;11;11,00000000000000;7;13,26285714285714;NA;NA;NA;0,140492128002473099;NA;5,71023572155743e-02;266,690000000000;421,520000000000;384,320000000000;-0,676000000000000;0,0510000000000000;5,74497832817337;3,77193716082082;4,0;6,00;23,0;5,00;63,752084960;204,941803800;98,332016170;187,579781500;14;8,00;62,30891037;16,549919130;5498817,979000;1;2;87097,946180;5,547043082;9321;17088;7767;0,000000000;2949;1,876121906e+04;2,853308688;11363;0
DIJ-010;pascal_joffre;855176,9131;6694993,361;2019;150;PM;early_2019;2019-03-27;2019-05-02;11;11,00000000000000;7;13,26285714285714;NA;NA;NA;0,062678028311103084;NA;5,53744414862346e-02;266,690000000000;421,520000000000;384,320000000000;-0,676000000000000;0,0510000000000000;5,74497832817337;3,77193716082082;4,0;6,00;23,0;5,50;72,306748480;199,572832000;98,332016170;193,788396000;14;9,00;60,33011627;16,272377010;9760667,991000;1;2;142234,464600;5,412487907;16897;32138;15241;0,000000000;8469;5,196040308e+04;2,390235665;30043;0
DIJ-010;pascal_joffre;855176,9131;6694993,361;2019;200;PM;early_2019;2019-03-27;2019-05-02;11;11,00000000000000;7;13,26285714285714;NA;NA;NA;0,332365391698268065;NA;2,39458664249444e-01;266,690000000000;421,520000000000;384,320000000000;-0,676000000000000;0,0510000000000000;5,74497832817337;3,77193716082082;4,0;5,00;22,0;7,00;66,722238910;168,219292300;100,637121100;154,246698800;12;11,00;58,83959579;14,344982150;13644690,890000;1;2;195791,485800;5,159752191;26296;50114;23818;0,000000000;20887;1,408654453e+05;3,036338367;54599;0
DIJ-010;pascal_joffre;855176,9131;6694993,361;2022;50;PM;early_2022;2022-04-01;2022-05-06;8;8,00000000000000;7;16,05428571428572;19,3400000000000;44,5714285714286;NA;0,260096050233524112;8876591;-5,70327625212370e-01;266,710000000000;449,370000000000;390,010000000000;-3,360000000000000;-2,9500000000000002;5,29520661157025;3,70277426379500;4,0;7,00;23,0;6,00;68,614239080;150,949302800;107,626960100;139,670358500;15;5,00;66,46952057;6,310302734;2127892,280000;1;2;32206,357250;5,214868480;3384;4807;1423;0,000000000;242;1,967933945e+03;2,296244808;2801;0
DIJ-010;pascal_joffre;855176,9131;6694993,361;2022;100;PM;early_2022;2022-04-01;2022-05-06;8;8,00000000000000;7;16,05428571428572;19,3400000000000;44,5714285714286;NA;0,129517206261692580;8876591;-5,70327625212370e-01;266,710000000000;449,370000000000;390,010000000000;-3,360000000000000;-2,9500000000000002;5,29520661157025;3,70277426379500;4,0;6,00;23,0;5,00;63,752084960;204,941803800;98,332016170;187,579781500;14;8,00;62,30891037;16,549919130;5498817,979000;1;2;87097,946180;5,547043082;9321;17088;7767;0,000000000;2949;1,876121906e+04;2,853308688;11363;0
DIJ-010;pascal_joffre;855176,9131;6694993,361;2022;150;PM;early_2022;2022-04-01;2022-05-06;8;8,00000000000000;7;16,05428571428572;19,3400000000000;44,5714285714286;NA;0,145199296995176169;8876591;-5,70327625212370e-01;266,710000000000;449,370000000000;390,010000000000;-3,360000000000000;-2,9500000000000002;5,29520661157025;3,70277426379500;4,0;6,00;23,0;5,50;72,306748480;199,572832000;98,332016170;193,788396000;14;9,00;60,33011627;16,272377010;9760667,991000;1;2;142234,464600;5,412487907;16897;32138;15241;0,000000000;8469;5,196040308e+04;2,390235665;30043;0
